year,MI_PRINX,offense_id,rpt_date,occur_date,occur_time,poss_date,poss_time,beat,apt_office_prefix,apt_office_num,location,MinOfucr,MinOfibr_code,dispo_code,MaxOfnum_victims,Shift,Avg Day,loc_type,UC2 Literal,neighborhood,npu,x,y
2016,4377794,160182063,01/18/2016,01/17/2016,13:00:00,01/18/2016,13:00:00,502,,,1270 W PEACHTREE ST NW @ATLANTA TOWERS,0640,2305,,1,Unk,Mon,18,LARCENY-FROM VEHICLE,Midtown,E,-84.388199999999998,33.789369999999998
2016,4377795,160182096,01/18/2016,01/18/2016,15:00:00,01/18/2016,15:47:00,508,,,250 TED TURNER DR NW,0420,1315K,,1,Eve,Mon,8,AGG ASSAULT,Downtown,M,-84.389790000000005,33.761629999999997
2016,4377796,160182099,01/18/2016,01/18/2016,17:20:00,01/18/2016,18:00:00,505,,,295 PONCE DE LEON AVE NE @KRISPY KREME - PONCE,0640,2305,,2,Eve,Mon,18,LARCENY-FROM VEHICLE,Midtown,E,-84.378140000000002,33.772129999999997
2016,4377797,160182104,01/18/2016,01/18/2016,18:15:00,01/18/2016,18:18:00,602,,,468 MORELAND AVE NE,0620,2302,,2,Eve,Mon,,LARCENY-NON VEHICLE,Inman Park,N,-84.349149999999995,33.766939999999998
2016,4377798,160182138,01/18/2016,01/18/2016,17:30:00,01/18/2016,18:30:00,608,,,MELL AVE NE / DEKALB AVE NE,0640,2305,,3,Eve,Mon,18,LARCENY-FROM VEHICLE,Candler Park,N,-84.337540000000004,33.762819999999998
2016,4377799,160182185,01/18/2016,01/18/2016,18:47:00,01/18/2016,18:50:00,405,,,2920 MARTIN L KING JR DR SW,0312,1201,,1,Eve,Mon,24,ROBBERY-COMMERCIAL,Harland Terrace,I,-84.483590000000007,33.753799999999998
2016,4377800,160182238,01/18/2016,01/18/2016,19:11:00,01/18/2016,19:11:00,304,,2,1041 MARTIN ST SE,0710,2404,,1,Eve,Mon,26,AUTO THEFT,Peoplestown,V,-84.383430000000004,33.726149999999997
2016,4377801,160182242,01/18/2016,01/18/2016,18:45:00,01/18/2016,19:15:00,411,,,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,0710,2404,,1,Eve,Mon,18,AUTO THEFT,Greenbriar,R,-84.497730000000004,33.686770000000003
2016,4377802,160182289,01/18/2016,01/17/2016,15:00:00,01/18/2016,19:29:00,211,,,573 MAIN ST NE,0440,1399,,1,Unk,Mon,18,AGG ASSAULT,Lindbergh/Morosgo,B,-84.368309999999994,33.82226
2016,4377803,160182352,01/18/2016,01/18/2016,09:00:00,01/18/2016,19:57:00,407,,,723 CELESTE LN SW,0511,2202,,1,Day,Mon,20,BURGLARY-RESIDENCE,Mays,H,-84.505949999999999,33.742400000000004
2016,4377804,160182454,01/18/2016,01/18/2016,19:07:00,01/18/2016,19:09:00,210,,,3393 PEACHTREE RD NE,0630,2303,,1,Eve,Mon,24,LARCENY-NON VEHICLE,Lenox,B,-84.362120000000004,33.846760000000003
2016,4377805,160182478,01/18/2016,01/18/2016,20:00:00,01/18/2016,20:05:00,408,,,1546 ALMA ST SW,0620,2302,,1,Eve,Mon,13,LARCENY-NON VEHICLE,Venetian Hills,S,-84.439260000000004,33.713419999999999
2016,4377806,160182508,01/18/2016,01/18/2016,21:20:00,01/18/2016,21:20:00,107,,,1617 JOSEPH E BOONE BLVD NW,0630,2303,,1,Eve,Mon,23,LARCENY-NON VEHICLE,Grove Park,J,-84.440719999999999,33.763849999999998
2016,4377807,160182522,01/18/2016,01/18/2016,20:30:00,01/18/2016,21:30:00,212,,,1940 PIEDMONT CIR NE,0640,2305,,3,Eve,Mon,18,LARCENY-FROM VEHICLE,Piedmont Heights,F,-84.367930000000001,33.810250000000003
2016,4377808,160182550,01/19/2016,01/18/2016,20:00:00,01/18/2016,21:30:00,208,,,3360 PEACHTREE RD,0640,2305,,1,Eve,Mon,8,LARCENY-FROM VEHICLE,North Buckhead,B,-84.368139999999997,33.846939999999996
2016,4377809,160182570,01/18/2016,01/18/2016,22:00:00,01/18/2016,22:10:00,501,,,441 16TH ST NW @IKEA,0311,1204,10,1,Eve,Mon,13,ROBBERY-PEDESTRIAN,Atlantic Station,E,-84.404679999999999,33.788739999999997
2016,4377810,160182573,01/18/2016,01/18/2016,13:00:00,01/18/2016,22:00:00,311,,20-A,532 CLEVELAND AVE SW,0511,2202,,1,Eve,Mon,26,BURGLARY-RESIDENCE,Hammond Park,X,-84.405900000000003,33.681159999999998
2016,4377811,160182597,01/18/2016,01/18/2016,22:00:00,01/18/2016,22:00:00,208,,A,3232 PEACHTREE RD NE,0640,2305,,4,Eve,Mon,18,LARCENY-FROM VEHICLE,Buckhead Forest,B,-84.373289999999997,33.842599999999997
2016,4377812,160182600,01/18/2016,01/18/2016,06:00:00,01/18/2016,22:00:00,403,,,1240 AVON AVE SW,0511,2202,,1,Unk,Mon,20,BURGLARY-RESIDENCE,Oakland City,S,-84.428569999999993,33.722029999999997
2016,4377813,160182602,01/18/2016,01/18/2016,17:00:00,01/18/2016,21:30:00,306,,,1919 METROPOLITAN PKWY SW,0650,2304,,1,Eve,Mon,,LARCENY-FROM VEHICLE,Sylvan Hills,X,-84.410169999999994,33.702779999999997
2016,4377814,160182603,01/18/2016,01/18/2016,22:23:00,01/18/2016,22:25:00,101,APT,2405,369 MCDANIEL ST SW,0511,2202,,3,Eve,Mon,20,BURGLARY-RESIDENCE,The Villages at Castleberry H,T,-84.405230000000003,33.745049999999999
2016,4377815,160182615,01/18/2016,01/18/2016,21:45:00,01/18/2016,22:50:00,206,,,3562 ROSWELL RD NW,0640,2305,,4,Eve,Mon,21,LARCENY-FROM VEHICLE,South Tuxedo Park,B,-84.383099999999999,33.852319999999999
2016,4377816,160182619,01/18/2016,01/18/2016,22:35:00,01/18/2016,22:42:00,308,,304,690 NEW TOWN CIR SE,0341,1206,,1,Eve,Mon,,ROBBERY-PEDESTRIAN,Thomasville Heights,Z,-84.364180000000005,33.706829999999997
2016,4377817,160182699,01/18/2016,01/18/2016,23:15:00,01/18/2016,23:20:00,109,,,980 HOLLYWOOD RD NW,0640,2305,,1,Morn,Mon,18,LARCENY-FROM VEHICLE,Grove Park,J,-84.456379999999996,33.781640000000003
2016,4377818,160188003,01/18/2016,01/13/2016,11:00:00,01/18/2016,01:00:00,705,,,N ECON @6011 N TERMINAL BYWY,0650,2304,,1,Unk,Unk,,LARCENY-FROM VEHICLE,,,-84.447559999999996,33.642159999999997
2016,4377819,160188007,01/18/2016,01/18/2016,07:30:00,01/18/2016,07:32:00,706,,,7062 SPINE RD,0690,2399,,1,Day,Mon,1,LARCENY-NON VEHICLE,,,-84.441890000000001,33.641599999999997
2016,4377820,160188044,01/18/2016,01/16/2016,20:35:00,01/18/2016,18:12:00,704,,,6023 SOUTH TERMINAL BYWAY,0650,2304,,1,Unk,Unk,1,LARCENY-FROM VEHICLE,,,-84.44453,33.637999999999998
2016,4377821,160188050,01/18/2016,01/18/2016,20:40:00,01/18/2016,20:50:00,706,,,6000 SOUTH TERMINAL PARKWAY,0670,2308,,1,Eve,Mon,1,LARCENY-NON VEHICLE,,,-84.447699999999998,33.641840000000002
2016,4377822,160190046,01/19/2016,01/18/2016,22:21:00,01/19/2016,00:14:00,308,,390,990 NEW TOWN CIR SE,0410,1314,10,1,Morn,Mon,18,AGG ASSAULT,Thomasville Heights,Z,-84.35915,33.70825
2016,4377824,160190138,01/19/2016,01/19/2016,00:10:00,01/19/2016,00:49:00,204,,,1391 COLLIER RD NW,0640,2305,,11,Morn,Tue,18,LARCENY-FROM VEHICLE,Underwood Hills,D,-84.435469999999995,33.811639999999997
2016,4377825,160190399,01/19/2016,01/19/2016,02:51:00,01/19/2016,03:01:00,103,,,548 NORTHSIDE DR NW,0630,2303,,1,Morn,Tue,23,LARCENY-NON VEHICLE,English Avenue,L,-84.405079999999998,33.7697
2016,4377826,160190520,01/19/2016,01/19/2016,04:11:00,01/19/2016,04:11:00,408,,,1660 PINEHURST DR SW,0430,1315,20,1,Morn,Tue,20,AGG ASSAULT,Venetian Hills,S,-84.451480000000004,33.710320000000003
2016,4377827,160190525,01/19/2016,01/19/2016,01:00:00,01/19/2016,04:15:00,109,,,722 CHURCH ST NW,0640,2305,,1,Morn,Tue,13,LARCENY-FROM VEHICLE,Center Hill,J,-84.467889999999997,33.774709999999999
2016,4377828,160190691,01/19/2016,01/18/2016,21:00:00,01/19/2016,06:13:00,308,,,983 NATHAM DR SE,0710,2404,,1,Morn,Tue,20,AUTO THEFT,Rebel Valley Forest,Z,-84.357799999999997,33.689070000000001
2016,4377829,160190700,01/19/2016,01/19/2016,06:15:00,01/19/2016,06:27:00,402,,,1301 WESTBORO DR SW,0420,1315K,,1,Morn,Tue,20,AGG ASSAULT,Oakland City,S,-84.430109999999999,33.732230000000001
2016,4377830,160190719,01/19/2016,01/16/2016,12:00:00,01/19/2016,06:00:00,114,,,677 FAIRBURN RD NW,0522,2205,,1,Unk,Unk,11,BURGLARY-NONRES,Fairburn Heights,H,-84.499399999999994,33.77402
2016,4377831,160190877,01/19/2016,01/18/2016,20:30:00,01/19/2016,07:30:00,605,,157,300 MARTIN L KING JR DR SE,0640,2305,,1,Morn,Tue,20,LARCENY-FROM VEHICLE,Oakland,W,-84.377619999999993,33.747489999999999
2016,4377832,160190898,01/19/2016,01/18/2016,18:00:00,01/19/2016,07:59:00,306,,,1020 BYRON DR SW,0710,2404,,1,Morn,Tue,13,AUTO THEFT,Sylvan Hills,X,-84.421440000000004,33.71264
2016,4377833,160190905,01/19/2016,01/19/2016,07:30:00,01/19/2016,08:00:00,313,,,1012 LITTLE HAMPTON CT SE,0710,2404,,1,Day,Tue,20,AUTO THEFT,South River Gardens,Z,-84.351290000000006,33.659140000000001
2016,4377834,160191059,01/19/2016,01/13/2016,00:00:00,01/19/2016,08:45:00,401,,,517 W.WHITEHALL ST SW,0640,2305,,1,Unk,Unk,24,LARCENY-FROM VEHICLE,West End,T,-84.412360000000007,33.740879999999997
2016,4377835,160191169,01/19/2016,01/17/2016,18:30:00,01/19/2016,09:22:00,601,,,1020 VANCE AVE NE,0640,2305,,1,Unk,Unk,13,LARCENY-FROM VEHICLE,Virginia Highland,F,-84.355869999999996,33.782510000000002
2016,4377836,160191302,01/19/2016,01/18/2016,17:00:00,01/19/2016,09:30:00,310,,,20 MOBLEY DR SE,0640,2305,,2,Unk,Tue,20,LARCENY-FROM VEHICLE,Browns Mill Park,Z,-84.388030000000001,33.686639999999997
2016,4377837,160191314,01/19/2016,01/18/2016,19:00:00,01/19/2016,10:00:00,308,APT,378,960 NEW TOWN CIR SE,0710,2404,,1,Morn,Tue,26,AUTO THEFT,Thomasville Heights,Z,-84.35924,33.708329999999997
2016,4377838,160191365,01/19/2016,01/19/2016,02:30:00,01/19/2016,10:00:00,406,,,741 LYNN CIR SW,0640,2305,,1,Morn,Tue,20,LARCENY-FROM VEHICLE,,I,-84.486859999999993,33.735219999999998
2016,4377839,160191385,01/19/2016,01/18/2016,20:00:00,01/19/2016,10:00:00,212,,,2448 CHESHIRE BRIDGE RD NE,0512,2203,,1,Morn,Tue,,BURGLARY-NONRES,Lindridge/Martin Manor,F,-84.352010000000007,33.821689999999997
2016,4377840,160191444,01/19/2016,01/19/2016,09:00:00,01/19/2016,10:30:00,308,APT,5104,960 CONSTITUTION RD SE,0511,2202,,1,Day,Tue,,BURGLARY-RESIDENCE,Norwood Manor,Z,-84.358050000000006,33.693069999999999
2016,4377841,160191486,01/19/2016,01/19/2016,02:30:00,01/19/2016,10:00:00,110,APT,B47,1220 GUN CLUB RD NW,0511,2202,,1,Morn,Tue,26,BURGLARY-RESIDENCE,Almond Park,G,-84.457890000000006,33.787520000000001
2016,4377842,160191501,01/19/2016,01/19/2016,11:24:00,01/19/2016,11:25:00,104,APT,7302,1005 BALDWIN ST SW,0511,2202,,3,Day,Tue,,BURGLARY-RESIDENCE,Ashview Heights,T,-84.420569999999998,33.746470000000002
2016,4377843,160191505,01/19/2016,01/16/2016,12:00:00,01/18/2016,15:00:00,503,,,1117 PEACHTREE WALK,0690,2316,,1,Unk,Unk,99,LARCENY-NON VEHICLE,Midtown,E,-84.386009999999999,33.785179999999997
2016,4377844,160191511,01/19/2016,01/18/2016,21:00:00,01/19/2016,09:00:00,506,,1-A,747 DURANT PL NE,0640,2305,,1,Morn,Tue,13,LARCENY-FROM VEHICLE,Midtown,E,-84.375770000000003,33.774999999999999
2016,4377845,160191612,01/19/2016,01/19/2016,12:02:00,01/19/2016,12:05:00,102,,,835 MARTIN L KING JR DR NW,0630,2303,,1,Day,Tue,12,LARCENY-NON VEHICLE,Vine City,L,-84.414569999999998,33.755040000000001
2016,4377846,160191636,01/19/2016,01/18/2016,16:35:00,01/18/2016,16:40:00,612,,,1242 GLENWOOD AVE SE,0670,2308,,1,Eve,Mon,21,LARCENY-NON VEHICLE,East Atlanta,W,-84.346869999999996,33.740360000000003
2016,4377847,160191822,01/19/2016,01/19/2016,11:00:00,01/19/2016,13:00:00,311,,,230 CLEVELAND AVE SW @KMART CLEVELAND,0640,2305,,1,Day,Tue,26,LARCENY-FROM VEHICLE,Glenrose Heights,Z,-84.39573,33.680120000000002
2016,4377848,160191859,01/19/2016,01/06/2016,19:20:00,01/06/2016,19:25:00,608,,,447 MORELAND AVE NE,0630,2303,,1,Eve,Wed,24,LARCENY-NON VEHICLE,Candler Park,N,-84.348889999999997,33.766530000000003
2016,4377849,160191860,01/19/2016,01/19/2016,13:05:00,01/19/2016,13:10:00,503,,,75 14TH ST NE,0670,2308,,1,Day,Tue,,LARCENY-NON VEHICLE,Midtown,E,-84.385480000000001,33.786560000000001
2016,4377850,160191936,01/19/2016,01/18/2016,23:00:00,01/19/2016,06:30:00,405,,,3725 PRINCETON LAKES PKWY,0640,2305,,1,Morn,Tue,,LARCENY-FROM VEHICLE,Kirkwood,O,-84.321330000000003,33.750860000000003
2016,4377851,160191955,01/19/2016,01/19/2016,11:00:00,01/19/2016,14:14:00,403,,,1451 OAKLAND DR SW,0690,2399,,1,Day,Tue,20,LARCENY-NON VEHICLE,Oakland City,S,-84.427809999999994,33.71537
2016,4377853,160191963,01/19/2016,01/16/2016,20:00:00,01/17/2016,08:00:00,605,,,470 CHEROKEE AVE SE,0650,2304,,1,Morn,Sun,13,LARCENY-FROM VEHICLE,Grant Park,W,-84.373310000000004,33.741750000000003
2016,4377854,160191976,01/19/2016,01/19/2016,13:30:00,01/19/2016,14:21:00,111,,,2563 MARTIN L KING JR DR NW,0640,2305,,1,Day,Tue,18,LARCENY-FROM VEHICLE,Harland Terrace,I,-84.471670000000003,33.75367
2016,4377855,160191987,01/19/2016,01/19/2016,14:03:00,01/19/2016,14:15:00,508,,100,90 FAIRLIE ST NW,0670,2308,,1,Day,Tue,99,LARCENY-NON VEHICLE,Downtown,M,-84.389970000000005,33.757190000000001
2016,4377856,160192015,01/19/2016,01/19/2016,15:28:00,01/19/2016,15:49:00,501,,,361 17TH STREET NW,0710,2404,20,1,Eve,Tue,18,AUTO THEFT,Atlantic Station,E,-84.398099999999999,33.791609999999999
2016,4377857,160192020,01/19/2016,01/19/2016,14:14:00,01/19/2016,14:31:00,210,,,3393 PEACHTREE ROAD NE,0630,2303,,1,Day,Tue,8,LARCENY-NON VEHICLE,Lenox,B,-84.362120000000004,33.846760000000003
2016,4377858,160192068,01/19/2016,01/19/2016,14:20:00,01/19/2016,14:59:00,210,APT,MGR O,3393 PEACHTREE RD NE,0522,2205,,1,Day,Tue,8,BURGLARY-NONRES,Lenox,B,-84.364260000000002,33.84892
2016,4377859,160192102,01/19/2016,01/15/2016,07:30:00,01/15/2016,09:10:00,413,,,2405 FAIRBURN RD SW @Multiple,0730,2434,,1,Day,Fri,18,AUTO THEFT,,P,-84.512910000000005,33.688899999999997
2016,4377860,160192170,01/19/2016,01/17/2016,19:29:00,01/17/2016,19:30:00,404,,,1685 N OLYMPIAN WAY SW,0521,2204,,1,Eve,Sun,20,BURGLARY-RESIDENCE,Westview,T,-84.442909999999998,33.736460000000001
2016,4377861,160192238,01/19/2016,01/19/2016,15:00:00,01/19/2016,15:53:00,102,,,835 MARTIN L KING JR DR NW,0630,2303,,1,Eve,Tue,12,LARCENY-NON VEHICLE,Vine City,L,-84.414569999999998,33.755040000000001
2016,4377862,160192239,01/19/2016,01/19/2016,14:30:00,01/19/2016,15:50:00,602,,,240 N HIGHLAND AVE NE @PARISH FOODS,0640,2305,,1,Eve,Tue,13,LARCENY-FROM VEHICLE,Inman Park,N,-84.360389999999995,33.76191
2016,4377863,160192330,01/19/2016,01/19/2016,15:20:00,01/19/2016,15:33:00,206,,105,110 E ANDREWS DR NW,0630,2303,,1,Eve,Tue,24,LARCENY-NON VEHICLE,South Tuxedo Park,B,-84.38288,33.843249999999998
2016,4377864,160192380,01/19/2016,01/19/2016,16:27:00,01/19/2016,16:32:00,113,,226,1212 JAMES JACKSON PKWY NW,0710,2404,,1,Eve,Tue,26,AUTO THEFT,Monroe Heights,G,-84.474159999999998,33.793329999999997
2016,4377865,160192603,01/19/2016,01/18/2016,18:30:00,01/19/2016,16:30:00,104,APT,9403,1005 BALDWIN ST SW,0511,2202,,2,Unk,Tue,20,BURGLARY-RESIDENCE,Ashview Heights,T,-84.420569999999998,33.746470000000002
2016,4377866,160192614,01/19/2016,01/19/2016,17:00:00,01/19/2016,17:10:00,302,,,1157 MAYLAND CIR SW,0670,2308,10,1,Eve,Tue,2,LARCENY-NON VEHICLE,Pittsburgh,V,-84.406120000000001,33.723329999999997
2016,4377867,160192678,01/19/2016,01/08/2016,11:13:00,01/13/2016,14:00:00,401,,,828 PEEPLES ST SW,0690,2399,,1,Unk,Unk,,LARCENY-NON VEHICLE,West End,T,-84.420190000000005,33.73236
2016,4377868,160192788,01/19/2016,01/18/2016,20:30:00,01/18/2016,22:00:00,207,,,1587 HOWELL MILL RD NW,0640,2305,,1,Eve,Mon,,LARCENY-FROM VEHICLE,Berkeley Park,D,-84.415750000000003,33.798349999999999
2016,4377869,160192855,01/19/2016,01/19/2016,18:00:00,01/19/2016,22:30:00,210,,,3393 PEACHTREE RD NE,0630,2303,,1,Eve,Tue,,LARCENY-NON VEHICLE,Lenox,B,-84.362120000000004,33.846760000000003
2016,4377870,160192893,01/19/2016,01/19/2016,18:00:00,01/19/2016,18:30:00,213,,,2225 CHESHIRE BRIDGE RD NE,0640,2305,,1,Eve,Tue,18,LARCENY-FROM VEHICLE,Lindridge/Martin Manor,F,-84.352239999999995,33.815919999999998
2016,4377871,160192915,01/19/2016,01/15/2016,17:53:00,01/15/2016,18:00:00,404,,,1685 SHIRLEY ST SW,0690,2399,,1,Eve,Fri,,LARCENY-NON VEHICLE,Westwood Terrace,I,-84.450860000000006,33.73854
2016,4377872,160192941,01/19/2016,01/19/2016,18:20:00,01/19/2016,18:35:00,303,,,565 WELLS ST SW,0311,1204,,1,Eve,Tue,,ROBBERY-PEDESTRIAN,Mechanicsville,V,-84.406490000000005,33.740049999999997
2016,4377873,160193017,01/19/2016,01/19/2016,18:00:00,01/19/2016,19:00:00,204,,,1801 HOWELL MILL RD NW,0640,2305,,1,Eve,Tue,18,LARCENY-FROM VEHICLE,Berkeley Park,D,-84.412779999999998,33.803879999999999
2016,4377874,160193051,01/19/2016,01/19/2016,07:40:00,01/19/2016,19:00:00,507,APT,E-14,445 MARKHAM ST SW,0511,2202,,1,Day,Tue,26,BURGLARY-RESIDENCE,Castleberry Hill,M,-84.400689999999997,33.752740000000003
2016,4377875,160193053,01/19/2016,01/19/2016,17:20:00,01/19/2016,19:00:00,604,,,668 HIGHLAND AVE NE,0640,2305,,1,Eve,Tue,18,LARCENY-FROM VEHICLE,Old Fourth Ward,M,-84.365340000000003,33.761470000000003
2016,4377876,160193063,01/19/2016,01/19/2016,19:10:00,01/19/2016,19:12:00,406,,,3550 MARTIN LUTHER KING JR DR SW,0311,1204,,1,Eve,Tue,18,ROBBERY-PEDESTRIAN,Adamsville,H,-84.503889999999998,33.758110000000002
2016,4377877,160193071,01/19/2016,01/19/2016,19:14:00,01/19/2016,19:14:00,409,,,2959 CAMPBELLTON RD SW,0630,2303,,1,Eve,Tue,7,LARCENY-NON VEHICLE,Southwest,R,-84.485039999999998,33.697310000000002
2016,4377878,160193126,01/19/2016,01/17/2016,07:30:00,01/19/2016,19:31:00,407,,240,3724 MARTIN L KING JR DR SW,0511,2202,,1,Unk,Unk,26,BURGLARY-RESIDENCE,Adamsville,H,-84.510270000000006,33.764609999999998
2016,4377879,160193157,01/19/2016,01/19/2016,14:45:00,01/19/2016,17:10:00,502,,,188 14TH ST NE @COLONY SQUARE,0670,2308,,1,Eve,Tue,14,LARCENY-NON VEHICLE,Midtown,E,-84.381389999999996,33.786630000000002
2016,4377880,160193188,01/19/2016,01/19/2016,19:50:00,01/19/2016,20:00:00,211,,,2539 PIEDMONT RD NE @TARGET - PIEDMONT,0630,2303,,1,Eve,Tue,24,LARCENY-NON VEHICLE,Lindbergh/Morosgo,B,-84.363280000000003,33.82403
2016,4377881,160193311,01/19/2016,01/19/2016,21:45:00,01/19/2016,22:10:00,109,,,2615 DONALD LEE HOLLOWELL PKWY NW,0630,2303,,1,Eve,Tue,12,LARCENY-NON VEHICLE,Center Hill,J,-84.472359999999995,33.776200000000003
2016,4377882,160193322,01/19/2016,01/19/2016,11:30:00,01/19/2016,20:47:00,105,,,92 STAFFORD ST NW,0710,2404,,1,Eve,Tue,,AUTO THEFT,Hunter Hills,K,-84.425790000000006,33.757660000000001
2016,4377883,160193464,01/19/2016,01/19/2016,21:44:00,01/19/2016,21:44:00,307,,,1483 ARTHUR LANGFORD JR PL SW,0710,2404,,1,Eve,Tue,13,AUTO THEFT,Joyland,Y,-84.398049999999998,33.714080000000003
2016,4377884,160193491,01/19/2016,01/19/2016,17:45:00,01/19/2016,17:55:00,114,,,3787 MARTIN L KING JR DR NW,0410,1314,,1,Eve,Tue,,AGG ASSAULT,Old Gordon,H,-84.512370000000004,33.768090000000001
2016,4377885,160193492,01/19/2016,01/19/2016,21:55:00,01/19/2016,22:00:00,308,,,940 NEW TOWN CIR SE,0410,1314,,1,Eve,Tue,,AGG ASSAULT,Thomasville Heights,Z,-84.360479999999995,33.708080000000002
2016,4377886,160193528,01/19/2016,01/19/2016,22:35:00,01/19/2016,22:40:00,307,,,196 THORNTON ST SW,0710,2404,,1,Eve,Tue,20,AUTO THEFT,Joyland,Y,-84.39537,33.711539999999999
2016,4377887,160193549,01/19/2016,01/19/2016,22:45:00,01/20/2016,22:52:00,407,,1714,415 FAIRBURN RD SW,0511,2202,,1,Unk,Wed,26,BURGLARY-RESIDENCE,Fairburn Mays,H,-84.509680000000003,33.743490000000001
2016,4377888,160193573,01/19/2016,01/19/2016,23:06:00,01/19/2016,23:25:00,307,,,274 THORNTON ST SW,0710,2404A,,1,Morn,Tue,20,AUTO THEFT,Joyland,Y,-84.397909999999996,33.71161
2016,4377889,160193679,01/19/2016,01/19/2016,10:30:00,01/19/2016,23:10:00,202,,,621 ALLEN CT NW,0511,2202,,1,Eve,Tue,20,BURGLARY-RESIDENCE,Chastain Park,A,-84.407309999999995,33.877960000000002
2016,4377890,160200069,01/20/2016,01/20/2016,00:21:00,01/20/2016,00:22:00,508,,,100 LUCKIE ST NW,0640,2305,,1,Morn,Wed,,LARCENY-FROM VEHICLE,Downtown,M,-84.389920000000004,33.757300000000001
2016,4377891,160200084,01/20/2016,01/19/2016,15:15:00,01/20/2016,00:18:00,502,,,500 10TH ST NE,0660,2317,,1,Eve,Tue,99,LARCENY-NON VEHICLE,,E,-84.369219999999999,33.782229999999998
2016,4377892,160200332,01/20/2016,01/20/2016,02:25:00,01/20/2016,03:00:00,305,,3900,178 MOURY AVE SW,0640,2305,,1,Morn,Wed,26,LARCENY-FROM VEHICLE,The Villages at Carver,Y,-84.390789999999996,33.713470000000001
2016,4377893,160200333,01/20/2016,01/20/2016,02:27:00,01/20/2016,02:27:00,206,,,3098 ROSWELL RD NW,0512,2203,,1,Morn,Wed,24,BURGLARY-NONRES,South Tuxedo Park,B,-84.379670000000004,33.840119999999999
2016,4377894,160200541,01/20/2016,01/20/2016,04:51:00,01/20/2016,04:51:00,603,,,737 RALPH MCGILL BLVD NE,0512,2203,,1,Morn,Wed,21,BURGLARY-NONRES,Old Fourth Ward,M,-84.363020000000006,33.766060000000003
2016,4377895,160200636,01/20/2016,01/20/2016,01:00:00,01/20/2016,05:00:00,506,,,931 MONROE DR NE @BELTLINE BUSINESS,0512,2203,,2,Morn,Wed,21,BURGLARY-NONRES,Midtown,E,-84.367170000000002,33.779089999999997
2016,4377896,160200670,01/20/2016,01/19/2016,19:00:00,01/20/2016,06:00:00,210,,,3460 KINGSBORO RD NE,0640,2305,,5,Morn,Wed,26,LARCENY-FROM VEHICLE,Buckhead Heights,B,-84.358530000000002,33.850160000000002
2016,4377897,160200720,01/20/2016,01/20/2016,06:40:00,01/20/2016,06:50:00,201,,85,2788 DEFOORS FERRY RD NW,0710,2404,,1,Morn,Wed,18,AUTO THEFT,,C,-84.447130000000001,33.82114
2016,4377898,160200758,01/20/2016,01/20/2016,07:15:00,01/20/2016,07:33:00,414,,10109,3871 REDWINE RD SW,0710,2404,,1,Day,Wed,18,AUTO THEFT,Princeton Lakes,P,-84.50994,33.660049999999998
2016,4377899,160200776,01/20/2016,01/20/2016,00:50:00,01/20/2016,06:30:00,610,,,2161 COLLEGE AVE NE,0512,2203,,1,Morn,Wed,21,BURGLARY-NONRES,Kirkwood,O,-84.316450000000003,33.76408
2016,4377900,160200928,01/20/2016,01/19/2016,08:00:00,01/20/2016,07:30:00,603,,3116,3116 RENAISSANCE WAY NE,0511,2202,,1,Unk,Tue,99,BURGLARY-RESIDENCE,Old Fourth Ward,M,-84.378399999999999,33.766199999999998
2016,4377901,160200931,01/20/2016,01/19/2016,08:31:00,01/20/2016,08:31:00,414,,,3656 RAMSEY CLOSE SW,0640,2305,,1,Unk,Tue,,LARCENY-FROM VEHICLE,Princeton Lakes,P,-84.512810000000002,33.664259999999999
2016,4377902,160200952,01/20/2016,01/20/2016,01:00:00,01/20/2016,05:20:00,506,,,931 MONROE,0512,2203,,1,Morn,Wed,21,BURGLARY-NONRES,Midtown,E,-84.367170000000002,33.779089999999997
2016,4377903,160201031,01/20/2016,01/19/2016,21:00:00,01/20/2016,05:00:00,507,,E-14,445 MARKHAM ST SW,0640,2305,,1,Morn,Wed,20,LARCENY-FROM VEHICLE,Castleberry Hill,M,-84.400689999999997,33.752740000000003
2016,4377905,160201124,01/20/2016,01/08/2016,08:00:00,01/20/2016,09:00:00,114,,,3475 FAIRBURN PL NW,0521,2204,,1,Unk,Unk,20,BURGLARY-RESIDENCE,Fairburn Heights,H,-84.501220000000004,33.772120000000001
2016,4377906,160201127,01/20/2016,01/15/2016,00:00:00,01/15/2016,23:59:00,406,,,2806 CHAUCER DR SW,0511,2202,,1,Unk,Fri,20,BURGLARY-RESIDENCE,Peyton Forest,I,-84.480090000000004,33.745840000000001
2016,4377907,160201140,01/20/2016,01/20/2016,09:30:00,01/20/2016,09:40:00,209,,,900 CLUB STATION DR NE,0640,2305,,1,Day,Wed,13,LARCENY-FROM VEHICLE,Brookhaven,B,-84.357619999999997,33.871630000000003
2016,4377908,160201145,01/20/2016,01/20/2016,09:00:00,01/20/2016,09:38:00,406,,,2237 CASCADE RD SW,0630,2303,,1,Day,Wed,8,LARCENY-NON VEHICLE,Cascade Avenue/Road,S,-84.461290000000005,33.722819999999999
2016,4377909,160201154,01/20/2016,01/20/2016,09:40:00,01/20/2016,09:42:00,305,,,117 BROWN AVE SE,0531,2202A,30,1,Day,Wed,20,BURGLARY-RESIDENCE,South Atlanta,Y,-84.384330000000006,33.713619999999999
